Hoạt chất,Thực phẩm,MRL (mg/kg),ADI,Mã Codex,Ghi chú
Permethrin,Ngô ngọt (nguyên bắp),0.1,"0,05",120,
Permethrin,"Trà xanh, đen",20.0,"0,05",120,
Permethrin,Cà chua,1.0,"0,05",120,
Permethrin,Cám lúa mì chưa chế biến,5.0,"0,05",120,PoP
Permethrin,Bột lúa mì,0.5,"0,05",120,PoP
Permethrin,Mầm lúa mì,2.0,"0,05",120,PoP
Permethrin,Lúa mì chưa rây,2.0,"0,05",120,PoP
Permethrin,Bí mùa đông,0.5,"0,05",120,
Phenthoate,Các loại gia vị từ hạt,7.0,"0,003",128,
Phorate,Đậu (khô),0.05,"0 - 0,0007",112,(*)
Phorate,Hạt cà phê,0.05,"0 - 0,0007",112,(*)
Phorate,Đậu thường (quả và/hoặc hạt non),0.05,"0 - 0,0007",112,(*)
Phorate,Hạt cây bông,0.05,"0 - 0,0007",112,
Phorate,Nội tạng ăn được của động vật có vú,0.02,"0 - 0,0007",112,(*)
Phorate,Trứng,0.05,"0 - 0,0007",112,(*)
Phorate,Ngô,0.05,"0 - 0,0007",112,(*)
Phorate,Bột ngô,0.05,"0 - 0,0007",112,
Phorate,Dầu ngô thô,0.1,"0 - 0,0007",112,
Phorate,Dầu ngô ăn được,0.02,"0 - 0,0007",112,
Phorate,"Thịt động vật có vú, trừ động vật có vú ở biển",0.02,"0 - 0,0007",112,(*)
Phorate,Sữa nguyên liệu,0.01,"0 - 0,0007",112,(*)
Phorate,Khoai tây,0.3,"0 - 0,0007",112,
Phorate,Thịt gia cầm,0.05,"0 - 0,0007",112,(*)
Phorate,Lúa miến,0.05,"0 - 0,0007",112,(*)
Phorate,Đậu tương (khô),0.05,"0 - 0,0007",112,(*)
Phorate,Các loại gia vị từ quả và quả mọng,0.1,"0 - 0,0007",112,(*)
Phorate,Các loại gia vị từ củ và thân rễ,0.1,"0 - 0,0007",112,(*)
Phorate,Các loại gia vị từ hạt,0.5,"0 - 0,0007",112,
Phorate,Củ cải đường,0.05,"0 - 0,0007",112,(*)
Phosalone,Hạnh nhân,0.1,"0,02",60,
Phosalone,Táo,5.0,"0,02",60,
Phosalone,Quả phỉ,0.05,"0,02",60,(*)
Phosalone,Quả dạng táo,2.0,"0,02",60,
Phosalone,Các loại gia vị từ quả và quả mọng,2.0,"0,02",60,
Phosalone,Các loại gia vị từ củ và thân rễ,3.0,"0,02",60,
Phosalone,Các loại gia vị từ hạt,2.0,"0,02",60,
Phosalone,Các loại quả có hạt,2.0,"0,02",60,
Phosalone,Các loại quả óc chó,0.05,"0,02",60,(*)
Phosalone,Quả sầu riêng,1.0,"0,02",60,(7)
Phosmet,Quả mơ,10.0,"0 - 0,01",103,
Phosmet,Quả việt quất xanh (sim Mỹ),10.0,"0 - 0,01",103,
Phosmet,Thịt gia súc,1.0,"0 - 0,01",103,"(fat), V"
Phosmet,Quả có múi thuộc họ cam quýt,3.0,"0 - 0,01",103,trừ quất
Phosmet,Hạt cây bông,0.05,"0 - 0,01",103,
Phosmet,Quả nam việt quất,3.0,"0 - 0,01",103,
Phosmet,Các loại,10.0,"0 - 0,01",103,
Phosmet,nho,,"0 - 0,01",103,
Phosmet,Sữa nguyên liệu,0.02,"0 - 0,01",103,
Phosmet,Quả xuân đào,10.0,"0 - 0,01",103,
Phosmet,Quả đào,10.0,"0 - 0,01",103,
Phosmet,Quả dạng táo,10.0,"0 - 0,01",103,
Phosmet,Khoai tây,0.05,"0 - 0,01",103,(*)
Phosmet,Các loại quả hạch,0.2,"0 - 0,01",103,
Picoxystrobin,Anh đào Acerola,99.0,"0 - 0,09",258,
Piperonyl Butoxide,Thận gia súc,0.3,"0,2",62,(1)
Piperonyl Butoxide,Gan gia súc,1.0,"0,2",62,
Piperonyl Butoxide,Thịt gia súc,5.0,"0,2",62,"(1), (fat)"
Piperonyl Butoxide,Sữa gia súc,0.2,"0,2",62,(1)
Piperonyl Butoxide,Hạt ngũ cốc,30.0,"0,2",62,Po
Piperonyl Butoxide,Quả có múi thuộc họ cam quýt,5.0,"0,2",62,
Piperonyl Butoxide,Nước chanh ép,0.05,"0,2",62,
Piperonyl Butoxide,Quả khô,0.2,"0,2",62,Po
Piperonyl Butoxide,Trứng,1.0,"0,2",62,(1)
Piperonyl Butoxide,Các loại rau bầu bí,1.0,"0,2",62,
Piperonyl Butoxide,"Thận của gia súc, dê, lợn và cừu",0.2,"0,2",62,trừ thận gia súc
Piperonyl Butoxide,Lá rau diếp,50.0,"0,2",62,
Piperonyl Butoxide,"Gan của gia súc, dê, lợn và cừu",1.0,"0,2",62,
Piperonyl Butoxide,Dầu ngô thô,80.0,"0,2",62,PoP
Piperonyl Butoxide,"Thịt động vật có vú, trừ động vật có vú ở biển",2.0,"0,2",62,"trừ thịt gia súc, (fat)"
Piperonyl Butoxide,Sữa nguyên liệu,0.05,"0,2",62,F
Piperonyl Butoxide,Cây mù tạt,50.0,"0,2",62,
Piperonyl Butoxide,Lạc nguyên củ,1.0,"0,2",62,
Piperonyl Butoxide,Các loại ớt,2.0,"0,2",62,
Piperonyl Butoxide,Ớt ta khô,20.0,"0,2",62,
Piperonyl Butoxide,Thịt gia cầm,7.0,"0,2",62,"(1), (fat)"
Piperonyl Butoxide,Nội tạng ăn được của gia cầm,10.0,"0,2",62,
Piperonyl Butoxide,Các loại đậu lăng,0.2,"0,2",62,Po
Piperonyl Butoxide,Lá củ cải (gồm cả lá cây họ cải),50.0,"0,2",62,
Piperonyl Butoxide,Các loại rau từ rễ và củ,0.5,"0,2",62,trừ cà rốt
Piperonyl Butoxide,Rau chân vịt,50.0,"0,2",62,
Piperonyl Butoxide,Cà chua,2.0,"0,2",62,
Piperonyl Butoxide,Nước ép cà chua,0.3,"0,2",62,
Piperonyl Butoxide,Cám lúa mì chưa chế biến,80.0,"0,2",62,
Piperonyl Butoxide,Bột lúa mì,10.0,"0,2",62,PoP
Piperonyl Butoxide,Mầm lúa mì,90.0,"0,2",62,PoP
Piperonyl Butoxide,Lúa mì chưa rây,30.0,"0,2",62,PoP
Pirimicarb,Artiso (cả cây),5.0,"0 - 0,02",101,
Pirimicarb,Măng tây,0.01,"0 - 0,02",101,(*)
Pirimicarb,Các loại quả mọng và quả nhỏ khác,1.0,"0 - 0,02",101,trừ dâu tây và nho
Pirimicarb,"Các loại rau họ bắp cải, cải bắp, cải bông",0.5,"0 - 0,02",101,
Pirimicarb,Hạt ngũ cốc,0.05,"0 - 0,02",101,trừ gạo
Pirimicarb,Quả có múi thuộc họ cam quýt,3.0,"0 - 0,02",101,trừ quất
Pirimicarb,Nội tạng ăn được của động vật có vú,0.01,"0 - 0,02",101,(*)
Pirimicarb,Trứng,0.01,"0 - 0,02",101,(*)
Pirimicarb,Các loại,0.5,"0 - 0,02",101,trừ nấm ăn
Pirimicarb,rau ăn quả (trừ bầu bí),,"0 - 0,02",101,được và ngô ngọt
Pirimicarb,Các loại rau bầu bí,1.0,"0 - 0,02",101,trừ dưa và dưa hấu
Pirimicarb,Tỏi,0.1,"0 - 0,02",101,
Pirimicarb,Cải xoăn (bao gồm cả cải thân cao thẳng),0.3,"0 - 0,02",101,
Pirimicarb,Rau họ đậu,0.7,"0 - 0,02",101,trừ đậu tương
Pirimicarb,Rau xà lách,5.0,"0 - 0,02",101,
Pirimicarb,Lá rau diếp,5.0,"0 - 0,02",101,
Pirimicarb,"Thịt động vật có vú, trừ động vật có vú ở biển",0.01,"0 - 0,02",101,(*)
Pirimicarb,"Các loại dưa, trừ dưa hấu",0.2,"0 - 0,02",101,
Pirimicarb,Sữa nguyên liệu,0.01,"0 - 0,02",101,(*)
Pirimicarb,Củ hành,0.1,"0 - 0,02",101,
Pirimicarb,Ớt ta khô,20.0,"0 - 0,02",101,
Pirimicarb,Quả dạng táo,1.0,"0 - 0,02",101,
Pirimicarb,Thịt gia cầm,0.01,"0 - 0,02",101,(*)
Pirimicarb,Nội tạng ăn được của gia cầm,0.01,"0 - 0,02",101,(*)
Pirimicarb,Các loại đậu lăng,0.2,"0 - 0,02",101,trừ đậu tương khô
Pirimicarb,Hạt cải dầu,0.05,"0 - 0,02",101,
Pirimicarb,Các loại rau từ rễ và củ,0.05,"0 - 0,02",101,
Pirimicarb,Các loại gia vị từ hạt,5.0,"0 - 0,02",101,
Pirimicarb,Các loại quả có hạt,3.0,"0 - 0,02",101,
Pirimicarb,Hạt hướng dương,0.1,"0 - 0,02",101,
Pirimicarb,Ngô ngọt (hạt),0.05,"0 - 0,02",101,
Pirimiphos-Methyl,Hạt ngũ cốc,7.0,"0 - 0,03",86,Po
Pirimiphos-Methyl,Nội tạng ăn được của động vật có vú,0.01,"0 - 0,03",86,(*)
Pirimiphos-Methyl,Trứng,0.01,"0 - 0,03",86,
Pirimiphos-Methyl,"Thịt động vật có vú, trừ động vật có vú ở biển",0.01,"0 - 0,03",86,(*)
Pirimiphos-Methyl,Sữa nguyên liệu,0.01,"0 - 0,03",86,
Pirimiphos-Methyl,Thịt gia cầm,0.01,"0 - 0,03",86,(*)
Pirimiphos-Methyl,Nội tạng ăn được của gia cầm,0.01,"0 - 0,03",86,(*)
Pirimiphos-Methyl,Các loại gia vị từ quả và quả mọng,0.5,"0 - 0,03",86,
Pirimiphos-Methyl,Cám lúa mì chưa chế biến,15.0,"0 - 0,03",86,PoP
Pirimiphos-Methyl,Các loại gia vị từ hạt,3.0,"0 - 0,03",86,
Prochloraz,Quả nhiệt đới và cận nhiệt đới các loại có vỏ không ăn được,7.0,"0 - 0,01",142,Po
Prochloraz,Hạt ngũ cốc,2.0,"0 - 0,01",142,
Prochloraz,Quả có múi thuộc họ cam quýt,10.0,"0 - 0,01",142,Po
Prochloraz,Nội tạng ăn được của động vật có vú,10.0,"0 - 0,01",142,
Prochloraz,Trứng,0.1,"0 - 0,01",142,
Prochloraz,Hạt lanh,0.05,"0 - 0,01",142,(*)
Prochloraz,"Thịt động vật có vú, trừ động vật có vú ở biển",0.5,"0 - 0,01",142,(fat)
Prochloraz,Sữa nguyên liệu,0.05,"0 - 0,01",142,(*)
Prochloraz,Nấm,3.0,"0 - 0,01",142,
Prochloraz,Hạt tiêu,10.0,"0 - 0,01",142,
Prochloraz,"đen, hạt tiêu trắng",,"0 - 0,01",142,
Prochloraz,Thịt gia cầm,0.05,"0 - 0,01",142,(*)
Prochloraz,Nội tạng ăn được của gia cầm,0.2,"0 - 0,01",142,
Prochloraz,Hạt cải dầu,0.7,"0 - 0,01",142,
Prochloraz,Hạt hướng dương,0.5,"0 - 0,01",142,
Prochloraz,Cám lúa mì chưa chế biến,7.0,"0 - 0,01",142,
Prochloraz,Dầu hạt hướng dương ăn được,1.0,"0 - 0,01",142,
Profenofos,Nội tạng ăn được của động vật có vú,0.05,"0 - 0,03",171,(*)
Profenofos,Hạt cây bông,3.0,"0 - 0,03",171,
Profenofos,Trứng,0.02,"0 - 0,03",171,(*)
Profenofos,Xoài,0.2,"0 - 0,03",171,
Profenofos,Măng cụt,10.0,"0 - 0,03",171,
Profenofos,"Thịt động vật có vú, trừ động vật có vú ở biển",0.05,"0 - 0,03",171,(*)
Profenofos,Sữa nguyên liệu,0.01,"0 - 0,03",171,(*)
Profenofos,Ớt ta,3.0,"0 - 0,03",171,
Profenofos,Ớt ta khô,20.0,"0 - 0,03",171,
Profenofos,Thịt gia cầm,0.05,"0 - 0,03",171,(*)
Profenofos,Nội tạng ăn được của gia cầm,0.05,"0 - 0,03",171,(*)
Profenofos,Các loại gia vị từ quả và quả mọng,0.07,"0 - 0,03",171,
Profenofos,Các loại gia vị từ củ và thân rễ,0.05,"0 - 0,03",171,
Profenofos,Các loại trà (trà và trà thảo mộc),0.5,"0 - 0,03",171,
Profenofos,Cà chua,10.0,"0 - 0,03",171,
Profenofos,Bưởi đào/ Bưởi,2.0,"0 - 0,03",171,(7)
Propamocarb,Bông lơ xanh,3.0,"0 - 0,4",148,
Propamocarb,Cải Brussels,2.0,"0 - 0,4",148,
Propamocarb,Hoa lơ,2.0,"0 - 0,4",148,
Propamocarb,Nội tạng ăn được của động vật có vú,0.01,"0 - 0,4",148,(*)
Propamocarb,Cà tím,0.3,"0 - 0,4",148,
Propamocarb,Trứng,0.01,"0 - 0,4",148,(*)
Propamocarb,Các loại rau bầu bí,5.0,"0 - 0,4",148,
Propamocarb,Tỏi tây,30.0,"0 - 0,4",148,
Propamocarb,Rau xà lách,100.0,"0 - 0,4",148,
Propamocarb,Lá rau diếp,100.0,"0 - 0,4",148,
Propamocarb,"Thịt động vật có vú, trừ động vật có vú ở biển",0.01,"0 - 0,4",148,(*)
Propamocarb,Sữa nguyên liệu,0.01,"0 - 0,4",148,(*)
Propamocarb,Củ hành,2.0,"0 - 0,4",148,
Propamocarb,Ớt ta khô,10.0,"0 - 0,4",148,
Propamocarb,Ớt ngọt (gồm cả ớt ngọt Pimento),3.0,"0 - 0,4",148,
Propamocarb,Khoai tây,0.3,"0 - 0,4",148,
Propamocarb,Mỡ gia cầm,0.01,"0 - 0,4",148,(*)
Propamocarb,Thịt gia cầm,0.01,"0 - 0,4",148,(*)
Propamocarb,Nội tạng ăn được của gia cầm,0.01,"0 - 0,4",148,(*)
Propamocarb,Củ cải ri/ Củ cải,1.0,"0 - 0,4",148,
Propamocarb,Rau chân vịt,40.0,"0 - 0,4",148,
Propamocarb,Cà chua,2.0,"0 - 0,4",148,
Propamocarb,Rau diếp xoăn,2.0,"0 - 0,4",148,
Propargite,Hạnh nhân,0.1,"0,01",113,(*)
Propargite,Táo,3.0,"0,01",113,
Propargite,Nước táo ép,0.2,"0,01",113,
Propargite,Đậu (khô),0.3,"0,01",113,
Propargite,Đậu tằm (khô),0.3,"0,01",113,
Propargite,Đậu gà (khô),0.3,"0,01",113,
Propargite,Quả có múi thuộc họ cam quýt,3.0,"0,01",113,
Propargite,Hạt cây bông,0.1,"0,01",113,
Propargite,Dầu hạt cây bông,0.2,"0,01",113,
Propargite,Nho khô (gồm cả quả lý chua khô và nho khô không hạt),12.0,"0,01",113,
Propargite,Nội tạng ăn được của động vật có vú,0.1,"0,01",113,(*)
Propargite,Trứng,0.1,"0,01",113,(*)
Propargite,Nước nho ép,1.0,"0,01",113,
Propargite,Các loại nho,7.0,"0,01",113,
Propargite,Hoa bia khô,100.0,"0,01",113,
Propargite,Đậu lupin (khô),0.3,"0,01",113,
Propargite,Ngô,0.1,"0,01",113,(*)
Propargite,Bột ngô,0.2,"0,01",113,
Propargite,Dầu ngô thô,0.7,"0,01",113,
Propargite,Dầu ngô ăn được,0.5,"0,01",113,
Propargite,"Thịt động vật có vú, trừ động vật có vú ở biển",0.1,"0,01",113,"(*), (fat)"
Propargite,Sữa nguyên liệu,0.1,"0,01",113,(*) F
Propargite,Nước cam ép,0.3,"0,01",113,
Propargite,Hạt lạc,0.1,"0,01",113,(*)
Propargite,Dầu lạc thô,0.3,"0,01",113,
Propargite,Dầu lạc ăn được,0.3,"0,01",113,
Propargite,Khoai tây,0.03,"0,01",113,
Propargite,Thịt gia cầm,0.1,"0,01",113,"(*), (fat)"
Propargite,Nội tạng ăn được của gia cầm,0.1,"0,01",113,(*)
Propargite,Các loại quả có hạt,4.0,"0,01",113,
Propargite,"Trà xanh, đen",5.0,"0,01",113,
Propargite,Cà chua,2.0,"0,01",113,
Propargite,Các loại quả óc chó,0.3,"0,01",113,
Propiconazole,Chuối,0.1,"0 - 0,07",160,
Propiconazole,Lúa mạch,0.2,"0 - 0,07",160,
Propiconazole,Hạt cà phê,0.02,"0 - 0,07",160,
Propiconazole,Quả nam việt quất,0.3,"0 - 0,07",160,
Propiconazole,Nội tạng ăn được của động vật có vú,0.5,"0 - 0,07",160,
Propiconazole,Trứng,0.01,"0 - 0,07",160,(*)
Propiconazole,Ngô,0.05,"0 - 0,07",160,
Propiconazole,Mỡ động vật có vú (trừ chất béo sữa),0.01,"0 - 0,07",160,(*)
Propiconazole,"Thịt động vật có vú, trừ động vật có vú ở biển",0.01,"0 - 0,07",160,"(*), (fat)"
Propiconazole,Sữa nguyên liệu,0.01,"0 - 0,07",160,(*)
Propiconazole,"Các loại cam ngọt, cam chua (gồm cả các quả lai giống cam)",9.0,"0 - 0,07",160,Po
Propiconazole,Quả đào,5.0,"0 - 0,07",160,Po
Propiconazole,Quả hồ đào Pecan,0.02,"0 - 0,07",160,(*)
Propiconazole,Dứa,0.02,"0 - 0,07",160,(*)
Propiconazole,Các loại mận (bao gồm cả mận khô),0.6,"0 - 0,07",160,Po
Propiconazole,Bỏng ngô,0.05,"0 - 0,07",160,
Propiconazole,Thịt gia cầm,0.01,"0 - 0,07",160,"(*), (fat)"
Propiconazole,Hạt cải dầu,0.02,"0 - 0,07",160,
Propiconazole,Lúa mạch đen,0.02,"0 - 0,07",160,
Propiconazole,Đậu tương (khô),0.07,"0 - 0,07",160,
Propiconazole,Củ cải đường,0.02,"0 - 0,07",160,
Propiconazole,Mía,0.02,"0 - 0,07",160,(*)
Propiconazole,Ngô ngọt (nguyên bắp),0.05,"0 - 0,07",160,
Propiconazole,Cà chua,3.0,"0 - 0,07",160,Po
Propiconazole,Lúa mì lai lúa mạch đen,0.02,"0 - 0,07",160,
Propiconazole,Lúa mì,0.02,"0 - 0,07",160,
Prothioconazole,Lúa mạch,0.2,"0 - 0,05",232,
Prothioconazole,Các loại quả mọng,1.5,"0 - 0,05",232,
Prothioconazole,Quả nam việt quất,0.15,"0 - 0,05",232,
Prothioconazole,Nội tạng ăn được của động vật có vú,0.5,"0 - 0,05",232,
Prothioconazole,Các loại rau bầu bí,0.2,"0 - 0,05",232,trừ dưa hấu
Prothioconazole,Ngô,0.1,"0 - 0,05",232,
Prothioconazole,"Thịt động vật có vú, trừ động vật có vú ở biển",0.01,"0 - 0,05",232,
Prothioconazole,Sữa nguyên liệu,0.004,"0 - 0,05",232,(*)
Prothioconazole,Yến mạch,0.05,"0 - 0,05",232,
Prothioconazole,Hạt lạc,0.02,"0 - 0,05",232,(*)
Prothioconazole,Bỏng ngô,0.1,"0 - 0,05",232,
Prothioconazole,Khoai tây,0.02,"0 - 0,05",232,(*)
Prothioconazole,Các loại đậu lăng,1.0,"0 - 0,05",232,trừ đậu tương khô
Prothioconazole,Hạt cải dầu,0.1,"0 - 0,05",232,
Prothioconazole,Lúa mạch đen,0.05,"0 - 0,05",232,
Prothioconazole,Đậu tương (khô),0.2,"0 - 0,05",232,
Prothioconazole,Củ cải,0.3,"0 - 0,05",232,
Prothioconazole,đường,,"0 - 0,05",232,
Prothioconazole,Ngô ngọt (nguyên bắp),0.02,"0 - 0,05",232,
Prothioconazole,Lúa mì lai lúa mạch đen,0.05,"0 - 0,05",232,
Prothioconazole,Lúa mì,0.1,"0 - 0,05",232,
Pyraclostrobin,Táo,0.5,"0 - 0,03",210,
Pyraclostrobin,Artiso (cả cây),2.0,"0 - 0,03",210,
Pyraclostrobin,Chuối,0.02,"0 - 0,03",210,(*)
Pyraclostrobin,Lúa mạch,1.0,"0 - 0,03",210,
Pyraclostrobin,Đậu (khô),0.2,"0 - 0,03",210,
Pyraclostrobin,Quả dâu đen (dâu ta),3.0,"0 - 0,03",210,
Pyraclostrobin,Quả việt quất xanh (sim Mỹ),4.0,"0 - 0,03",210,
Pyraclostrobin,Cải Brussels,0.3,"0 - 0,03",210,
Pyraclostrobin,Các loại bắp cải,0.2,"0 - 0,03",210,
Pyraclostrobin,Dưa vàng,0.2,"0 - 0,03",210,
Pyraclostrobin,Cà rốt,0.5,"0 - 0,03",210,
Pyraclostrobin,Anh đào,3.0,"0 - 0,03",210,
Pyraclostrobin,Quả có múi thuộc họ cam quýt,2.0,"0 - 0,03",210,
Pyraclostrobin,Dầu cam chanh ăn được,10.0,"0 - 0,03",210,
Pyraclostrobin,Hạt cà phê,0.3,"0 - 0,03",210,
Pyraclostrobin,Nho khô (gồm cả quả lý chua khô và nho khô không hạt),5.0,"0 - 0,03",210,
Pyraclostrobin,Nội tạng ăn được của động vật có vú,0.05,"0 - 0,03",210,(*)
Pyraclostrobin,Cà tím,0.3,"0 - 0,03",210,
Pyraclostrobin,Trứng,0.05,"0 - 0,03",210,(*)
Pyraclostrobin,Các loại cải bông (bao gồm cải làn và hoa lơ),0.1,"0 - 0,03",210,
Pyraclostrobin,Các loại rau bầu bí,0.5,"0 - 0,03",210,
Pyraclostrobin,Tỏi,0.15,"0 - 0,03",210,
Pyraclostrobin,Các loại nho,2.0,"0 - 0,03",210,
Pyraclostrobin,Hoa bia khô,15.0,"0 - 0,03",210,
Pyraclostrobin,Cải xoăn (bao gồm cả cải thân cao thẳng),1.0,"0 - 0,03",210,
Pyraclostrobin,Tỏi tây,0.7,"0 - 0,03",210,
Pyraclostrobin,Đậu lăng (khô),0.5,"0 - 0,03",210,
Pyraclostrobin,Rau xà lách,2.0,"0 - 0,03",210,
Pyraclostrobin,Ngô,0.02,"0 - 0,03",210,(*)
Pyraclostrobin,Xoài,0.05,"0 - 0,03",210,(*)
Pyraclostrobin,"Thịt động vật có vú, trừ động vật có vú ở biển",0.5,"0 - 0,03",210,(fat)
Pyraclostrobin,Sữa nguyên liệu,0.03,"0 - 0,03",210,
Pyraclostrobin,Yến mạch,1.0,"0 - 0,03",210,
Pyraclostrobin,Hạt có dầu (trừ lạc),0.4,"0 - 0,03",210,
Pyraclostrobin,Củ hành,1.5,"0 - 0,03",210,
Pyraclostrobin,Đu đủ,0.15,"0 - 0,03",210,
Pyraclostrobin,Quả họ đào (bao gồm cả quả xuân đào và quả mơ),0.3,"0 - 0,03",210,
Pyraclostrobin,Lạc nguyên củ,0.02,"0 - 0,03",210,(*)
Pyraclostrobin,Các loại đậu (khô),0.3,"0 - 0,03",210,
Pyraclostrobin,Đậu (quả và hạt mọng non),0.02,"0 - 0,03",210,(*)
Pyraclostrobin,Các loại ớt,0.5,"0 - 0,03",210,
Pyraclostrobin,Hạt dẻ cười,1.0,"0 - 0,03",210,
Pyraclostrobin,Các loại mận (bao gồm cả mận khô),0.8,"0 - 0,03",210,
Pyraclostrobin,Khoai tây,0.02,"0 - 0,03",210,(*)
Pyraclostrobin,Thịt gia cầm,0.05,"0 - 0,03",210,"(*), (fat)"
Pyraclostrobin,Nội tạng ăn được,0.05,"0 - 0,03",210,(*)
Pyraclostrobin,của gia cầm,,"0 - 0,03",210,
Pyraclostrobin,Củ cải ri/ Củ cải,0.5,"0 - 0,03",210,
Pyraclostrobin,Lá củ cải (gồm cả lá cây họ cải),20.0,"0 - 0,03",210,
Pyraclostrobin,Quả mâm xôi (phúc bồn tử/ngấy hương/dâ u rừng) đen và đỏ,3.0,"0 - 0,03",210,
Pyraclostrobin,Lúa mạch đen,0.2,"0 - 0,03",210,
Pyraclostrobin,Lúa miến,0.5,"0 - 0,03",210,
Pyraclostrobin,Đậu tương (khô),0.05,"0 - 0,03",210,
Pyraclostrobin,Lúa mì Spelta,0.2,"0 - 0,03",210,
Pyraclostrobin,Hành hoa,1.5,"0 - 0,03",210,
Pyraclostrobin,Dâu tây,1.5,"0 - 0,03",210,
Pyraclostrobin,Củ cải đường,0.2,"0 - 0,03",210,
Pyraclostrobin,Cà chua,0.3,"0 - 0,03",210,
Pyraclostrobin,Các loại quả hạch,0.02,"0 - 0,03",210,"trừ hạt dẻ cười, (*)"
Pyraclostrobin,Lúa mì lai lúa mạch đen,0.2,"0 - 0,03",210,
Pyraclostrobin,Lúa mì,0.2,"0 - 0,03",210,
Pyrethrins,Hạt ngũ cốc,0.3,"0 - 0,04",63,Po
Pyrethrins,Quả có múi thuộc họ cam quýt,0.05,"0 - 0,04",63,
Pyrethrins,Quả khô,0.2,"0 - 0,04",63,Po
Pyrethrins,Các loại rau bầu bí,0.05,"0 - 0,04",63,(*)
Pyrethrins,Hạt lạc,0.5,"0 - 0,04",63,Po
Pyrethrins,Các loại ớt,0.05,"0 - 0,04",63,(*)
Pyrethrins,Ớt ta khô,0.5,"0 - 0,04",63,
Pyrethrins,Các loại đậu lăng,0.1,"0 - 0,04",63,Po
Pyrethrins,Các loại rau từ rễ và củ,0.05,"0 - 0,04",63,(*)
Pyrethrins,Cà chua,0.05,"0 - 0,04",63,(*)
Pyrethrins,Các loại quả hạch,0.5,"0 - 0,04",63,"(*), Po"
Pyrimethanil,Hạnh nhân,0.2,"0 - 0,2",226,
Pyrimethanil,Chuối,0.1,"0 - 0,2",226,
Pyrimethanil,Cà rốt,1.0,"0 - 0,2",226,
Pyrimethanil,Anh đào,4.0,"0 - 0,2",226,Po
Pyrimethanil,Quả có múi thuộc họ cam quýt,7.0,"0 - 0,2",226,Po
Pyrimethanil,Đậu thường (quả và/hoặc hạt non),3.0,"0 - 0,2",226,
Pyrimethanil,Nho khô (gồm cả quả lý chua khô và nho khô không hạt),5.0,"0 - 0,2",226,
Pyrimethanil,Nội tạng ăn được của động vật có vú,0.1,"0 - 0,2",226,
Pyrimethanil,Đậu trồng (khô),0.5,"0 - 0,2",226,
Pyrimethanil,Sâm khô (kể cả sâm đỏ),1.5,"0 - 0,2",226,
Pyrimethanil,Các loại nho,4.0,"0 - 0,2",226,
Pyrimethanil,Rau xà lách,3.0,"0 - 0,2",226,
Pyrimethanil,Cây quả mọng phát triển chậm,3.0,"0 - 0,2",226,
Pyrimethanil,"Thịt động vật có vú, trừ động vật có vú ở biển",0.05,"0 - 0,2",226,(*)
Pyrimethanil,Sữa nguyên liệu,0.01,"0 - 0,2",226,
Pyrimethanil,Quả xuân đào,4.0,"0 - 0,2",226,
Pyrimethanil,Củ hành,0.2,"0 - 0,2",226,
Pyrimethanil,Quả đào,4.0,"0 - 0,2",226,
Pyrimethanil,Các loại mận (bao gồm cả mận khô),2.0,"0 - 0,2",226,
Pyrimethanil,Quả dạng táo,15.0,"0 - 0,2",226,Po
Pyrimethanil,Khoai tây,0.05,"0 - 0,2",226,(*)
Pyrimethanil,Hành hoa,3.0,"0 - 0,2",226,
Pyrimethanil,Cà chua,0.7,"0 - 0,2",226,
Pyriproxifen,Thịt gia súc,0.01,"0,1",200,"(*), (fat)"
Pyriproxifen,Nội tạng ăn được của gia súc,0.01,"0,1",200,(*)
Pyriproxifen,Quả có múi thuộc họ cam quýt,0.5,"0,1",200,
Pyriproxifen,Hạt cây bông,0.05,"0,1",200,
Pyriproxifen,Dầu hạt bông thô,0.01,"0,1",200,
Pyriproxifen,Dầu hạt cây bông,0.01,"0,1",200,
Pyriproxifen,Thịt dê,0.01,"0,1",200,"(*), (fat)"
Pyriproxifen,Nội tạng ăn được của dê,0.01,"0,1",200,(*)
Quinoxyfen,Lúa mạch,0.01,"0 - 0,2",222,(*)
Quinoxyfen,Anh đào,0.4,"0 - 0,2",222,
Quinoxyfen,Quả lý chua đen,1.0,"0 - 0,2",222,
Quinoxyfen,Nội tạng ăn được của động vật có vú,0.01,"0 - 0,2",222,(*)
Quinoxyfen,Trứng,0.01,"0 - 0,2",222,(*)
Quinoxyfen,Các loại nho,2.0,"0 - 0,2",222,
Quinoxyfen,Hoa bia khô,1.0,"0 - 0,2",222,
Quinoxyfen,Rau xà lách,8.0,"0 - 0,2",222,
Quinoxyfen,Lá rau diếp,20.0,"0 - 0,2",222,
Quinoxyfen,"Thịt động vật có vú, trừ động vật có vú ở biển",0.2,"0 - 0,2",222,(fat)
Quinoxyfen,"Các loại dưa, trừ dưa hấu",0.1,"0 - 0,2",222,
Quinoxyfen,Các loại chất béo từ sữa,0.2,"0 - 0,2",222,
Quinoxyfen,Sữa nguyên liệu,0.01,"0 - 0,2",222,
Quinoxyfen,Các loại ớt,1.0,"0 - 0,2",222,
Quinoxyfen,Ớt ta khô,10.0,"0 - 0,2",222,
Quinoxyfen,Thịt gia cầm,0.02,"0 - 0,2",222,(fat)
Quinoxyfen,Nội tạng ăn được của gia cầm,0.01,"0 - 0,2",222,
