Tên thương phẩm,Hoạt chất,Nhóm,Công ty đăng ký,Cây trồng,Dịch hại,Ghi chú sửa đổi
Aha 500SC,Azoxystrobin 200g/l + Fenoxanil 200g/l + Hexaconazole 100g/l,Thuốc trừ bệnh,Công ty TNHH Hóa sinh Á Châu,lúa,đạo ôn,
"Surijapane 260SC, 450WP",Azoxystrobin 30g/l (60g/kg) + Fenoxanil 200g/l (350g/kg) + Kasugamycin 30g/l (40g/kg),Thuốc trừ bệnh,Công ty TNHH TM SX Thôn Trang,lúa; đạo,ôn; đạo ôn,
Lazerusa 450SC,Azoxystrobin 200g/l + Fenoxanil 210g/l + Ningnanmycin 40g/l,Thuốc trừ bệnh,Công ty TNHH TM SX Thôn Trang,lúa,đạo ôn,
Chilliusa 360SC,Azoxystrobin 10g/l + Fenoxanil 200g/l + Tebuconazole 150g/l,Thuốc trừ bệnh,Công ty TNHH TM SX Thôn Trang,lúa,đạo ôn,
Balstop 500SC,Azoxystrobin 200 g/l + Fluazinam 300 g/l,Thuốc trừ bệnh,Công ty TNHH Nam Bắc,hoa hồng,phấn trắng,
Chamnuri 30SC,Azoxystrobin 15% + Fludioxonil 15%,Thuốc trừ bệnh,Công ty TNHH hỗ trợ phát triển kỹ thuật và chuyển giao công nghệ,hoa hồng,phấn trắng,
"Willsuper 300EC, 350SC",Azoxystrobin 150g/l (200g/l) + Flusilazole 150g/l (150g/l),Thuốc trừ bệnh,Công ty TNHH TM DV Tấn Hưng,lúa,lem lép hạt,
Fifatop 20SC,Azoxystrobin 12% + Flusilazole 8%,Thuốc trừ bệnh,Công ty TNHH MTV BVTV Omega,cà phê,rỉ sắt,
Padnia 60WG,Azoxystrobin 30% + Flutolanil 30%,Thuốc trừ bệnh,"Shandong Weifang Rainbow Chemical Co., Ltd",khoai tây; thanh long,đốm nâu; đốm vòng,
Camilo 150SC,Azoxystrobin 50g/l + Hexaconazole 100g/l,Thuốc trừ bệnh,Công ty TNHH ADC,cao su; cà phê; lúa; xoài,khô vằn; lem lép hạt; nấm hồng; phấn trắng; rỉ sắt; thán thư; vàng rụng lá; đốm nâu,
Hextop 150SC,Azoxystrobin 50g/l + Hexaconazole 100g/l,Thuốc trừ bệnh,Công ty TNHH TM DV Việt Nông,cao su; lúa; xoài,khô vằn; lem lép hạt; thán thư; vàng rụng lá,
Inavil 150SC,Azoxystrobin 50g/l + Hexaconazole 100g/l,Thuốc trừ bệnh,Công ty TNHH TM Grevo,cà phê,thán thư,
Ori 150SC,Azoxystrobin 50g/l + Hexaconazole 100g/l,Thuốc trừ bệnh,Công ty TNHH TM DV SX XNK Đức Thành,cao su,vàng rụng lá,
Acaben Gold 24SC,Azoxystrobin 8% + Hexaconazole 16%,Thuốc trừ bệnh,Công ty CP BVTV ATC,hoa cúc,đốm lá,
BM Tepblast 240SC,Azoxystrobin 80g/l + Hexaconazole 160g/l,Thuốc trừ bệnh,"Behn Meyer Agricare Vietnam Co., Ltd",cà phê,rỉ sắt,
SV-Tradimix 30WP,Azoxystrobin 10% + Hexaconazole 20%,Thuốc trừ bệnh,Công ty TNHH Saturn Chemical Việt Nam,cà phê,rỉ sắt,
Super cup 151SC,Azoxystrobin 50g/l + Hexaconazole 101g/l,Thuốc trừ bệnh,Công ty TNHH TM DV Tấn Hưng,cà phê,nấm hồng,
Calox 250SC,Azoxystrobin 200g/l + Hexaconazole 50g/l,Thuốc trừ bệnh,Công ty TNHH TM và SX Ngọc Yến,cao su,vàng rụng lá,
"Anforli 70SC, 765WG",Azoxystrobin 10g/l (200g/kg) + Hexaconazole 60g/l (565g/kg),Thuốc trừ bệnh,Công ty CP Thuốc BVTV Việt Trung,lúa,hạt; khô vằn,
Acatop 320SC,Azoxystrobin 250g/l + Hexaconazole 70g/l,Thuốc trừ bệnh,Công ty CP Quốc tế Hòa Bình,lúa,lem lép hạt,
Fujivil 360SC,Azoxystrobin 270g/l + Hexaconazole 90g/l,Thuốc trừ bệnh,Công ty CP Nông dược Việt Nam,cam,sẹo,
King-cide Japan 460SC,Azoxystrobin 200g/l + Hexaconazole 40g/l + Tricyclazole 220g/l,Thuốc trừ bệnh,Công ty TNHH TM Nông Phát,lúa,lem lép hạt,
Avas Zin 260SC,Azoxystrobin 10g/l + Hexaconazole 30g/l + Tricyclazole 220g/l,Thuốc trừ bệnh,Công ty TNHH TM DV Tấn Hưng,lúa,đạo ôn,
Acdino 350SC,Azoxystrobin 200g/l + Hexaconazole 100g/l + Tebuconazole 50g/l,Thuốc trừ bệnh,Công ty TNHH Hoá Sinh Á Châu,lúa,lem lép hạt; đạo ôn,
Reflect® Xtra 325 SC,Azoxystrobin 200 g/l + Isopyrazam 125 g/l,Thuốc trừ bệnh,Công ty TNHH Syngenta Việt Nam,lúa,khô vằn; lem lép hạt,
SV-antibacter 12WP,Azoxystrobin 3% + Jingangmycin A (Validamycin A) 9%,Thuốc trừ bệnh,Công ty TNHH Saturn Chemical Việt Nam,hoa hồng,đốm đen,
Hottawa 250SC,Azoxystrobin 200 g/l + Kasugamycin 50 g/l,Thuốc trừ bệnh,Công ty CP Kiên Nam,hồ tiêu,chết nhanh,
Ngonta 250SC,Azoxystrobin 200 g/l + Kasugamycin 50 g/l,Thuốc trừ bệnh,Công ty TNHH Tấn Hưng Việt Nam,cà phê,thán thư,
Trobinsuper 250SC,Azoxystrobin 200 g/l + Kasugamycin 50 g/l,Thuốc trừ bệnh,Công ty TNHH Phú Nông,cà phê; hoa cúc; hồ tiêu; khoai tây; lúa,chết nhanh; héo xanh vi khuẩn; lem lép hạt; mốc sương; rỉ sắt; thán thư; đạo ôn,
Fineluck 750WG,Azoxystrobin 50 g/kg + Mancozeb 700 g/kg,Thuốc trừ bệnh,Công ty TNHH UPL Việt Nam,lúa,khô vằn,
Helan 47OS,Azoxystrobin 7% + Mancozeb 40%,Thuốc trừ bệnh,Công ty TNHH SX & TM HAI Long An,xoài,thán thư,
Galaxyl-M 30SC,Azoxystrobin 20% + Metalaxyl-M 10%,Thuốc trừ bệnh,Công ty TNHH A2T Việt Nam,cà phê,rỉ sắt,
Gemistar 30SC,Azoxystrobin 20% + Metalaxyl-M 10%,Thuốc trừ bệnh,Công ty TNHH TM Gem Sky,cà phê,rỉ sắt,
Meazofungi 30SE,Azoxystrobin 20% + Metalaxyl-M 10%,Thuốc trừ bệnh,Công ty TNHH Xuất nhập khẩu Kết Nông,lạc,đốm nâu,
Bvsupertot 39SE,Azoxystrobin 28.4% + Metalaxyl-M 10.6%,Thuốc trừ bệnh,Công ty TNHH NN Công nghệ cao Bản Việt,lạc,đốm nâu,
Tvpyranil 390SC,Azoxystrobin 282g/l + Metalaxyl-M 108g/l,Thuốc trừ bệnh,Công ty CP Newfarm Việt Nam,hồ tiêu,chết nhanh,
Perolis 170SC,Azoxystrobin 155g/l + Oxathiapiprolin 15g/l,Thuốc trừ bệnh,Công ty TNHH Syngenta Việt Nam,cà chua; dưa chuột; dưa hấu,giả sương mai; mốc sương,
Almagor 356EC,Azoxystrobin 56g/l + Prochloraz 200g/l + Tebuconazole 100g/l,Thuốc trừ bệnh,Công ty TNHH Adama Việt Nam,lúa,lem lép hạt,
Pilarpro 295SE,Azoxystrobin 110g/l + Propiconazole 185g/l,Thuốc trừ bệnh,Công ty CP Phát triển Dịch vụ Nông nghiệp IPM,lạc,đốm nâu,
Omega-Vil 32SC,Azoxystrobin 20% + Propiconazole 12%,Thuốc trừ bệnh,Công ty TNHH MTV BVTV Omega,cà phê; hồ tiêu; rỉ; đậu tương; đốm,chết nhanh; lá; sắt,
Bn-azopro 35SC,Azoxystrobin 20% + Propiconazole 15%,Thuốc trừ bệnh,Công ty CP Bảo Nông Việt,cao su; cà phê; lúa; phấn,khô vằn; lem lép hạt; rỉ sắt; trắng; đạo ôn,
Quilt® 200SE,Azoxystrobin 75g/l + Propiconazole 125g/l,Thuốc trừ bệnh,Công ty TNHH Syngenta Việt Nam,lúa; ngô,khô vằn; lem lép hạt; đạo ôn; đốm lá lớn,
Propazomix 18.7SC,Azoxystrobin 7% + Propiconazole 11.7%,Thuốc trừ bệnh,"Shaanxi Bencai Agricultural Development Co., Ltd",cà phê,rỉ sắt,
"Amisupertop 271EW, 340SC, 500WP, 760WG","Azoxystrobin 1g/l (130g/l), (100g/kg) (200g/kg) + Propineb 10g/l (10g/l), (300g/kg) (10g/kg) + Tebuconazole 260g/l (200g/l), (100g/kg) (550g/kg)",Thuốc trừ bệnh,Công ty CP Thuốc BVTV Việt Trung,lúa,lem lép hạt,
"Topnati 281EW, 330SC, 760WP","Azoxystrobin 1g/l (260g/l), (50g/kg) + Sulfur 20g/l (10g/l), (460g/kg) + Tebuconazole 260g/l (60g/l), (250g/kg)",Thuốc trừ bệnh,Công ty CP Thuốc BVTV Việt Trung,lúa,lem lép hạt,
Buxyzole 240SC,Azoxystrobin 80 g/l + Tebuconazole 160 g/l,Thuốc trừ bệnh,Albaugh Asia Pacific Limited,cà phê,thán thư,
Omega-mytop 50SC,Azoxystrobin 20% + Tebuconazole 30%,Thuốc trừ bệnh,Công ty TNHH MTV BVTV Omega,chết; cà phê; hồ tiêu,nhanh; rỉ sắt; đốm lá đậu tương,
Custodia 320SC,Azoxystrobin 120g/l + Tebuconazole 200g/l,Thuốc trừ bệnh,Công ty TNHH Adama Việt Nam,hồ tiêu; lúa,khô vằn; thán thư; đạo ôn,
Carolin 25SC,Azoxystrobin 12.5% + Tebuconazole 12.5%,Thuốc trừ bệnh,Công ty CP Hóa chất SAM,cà phê,rỉ sắt,
"Lotususa 400SC, 800WG",Azoxystrobin 200g/l (450g/kg) + Tebuconazole 200g/l (350g/kg),Thuốc trừ bệnh,Công ty TNHH TM SX Thôn Trang,lúa,lem lép hạt; vằn,
Tebaz 400SC,Azoxystrobin 200 g/l + Tebuconazole 200 g/l,Thuốc trừ bệnh,"Shanghai E-tong Chemical Co., Ltd",cà phê,rỉ sắt,
Trustar 85WG,Azoxystrobin 49% + Tebuconazole 36%,Thuốc trừ bệnh,"Shandong Weifang Rainbow Chemical Co., Ltd",điều,thán thư,
Maxxa 500WG,Azoxystrobin 400g/kg + Tebuconazole 100g/kg,Thuốc trừ bệnh,Công ty TNHH TM DV Tấn Hưng,lúa,khô vằn; lem lép hạt,
Natiduc 800WG,Azoxystrobin 300g/kg + Tebuconazole 500g/kg,Thuốc trừ bệnh,Công ty TNHH Việt Đức,cà phê; lúa,khô vằn; lem lép hạt; rỉ sắt; đạo ôn,
"Natigold 320SC, 450WG",Azoxystrobin 260g/l (100g/kg) + Tebuconazole 60g/l (350g/kg),Thuốc trừ bệnh,Công ty CP thuốc BVTV Việt Trung,lúa; đạo,lem lép hạt; ôn; đạo ôn,
SV-Calida 75WP,Azoxystrobin 25% + Tebuconazole 50%,Thuốc trừ bệnh,Công ty TNHH Saturn Chemical Việt Nam,lạc,đốm lá,
Ameed top 750WG,Azoxystrobin 250g/kg + Tebuconazole 500g/kg,Thuốc trừ bệnh,"Jiangyin Suli Chemical Co., Ltd",hoa hồng; lúa; lạc; phấn,khô vằn; lem lép hạt; trắng; đốm lá,
Tebazo 29.3SC,Azoxystrobin 11% + Tebuconazole 18.3%,Thuốc trừ bệnh,Công ty CP Khử trùng Nam Việt,hồ tiêu,chết nhanh,
Eminent excell 180SC,Azoxystrobin 100 g/l + Tetraconazole 80 g/l,Thuốc trừ bệnh,Công ty TNHH Kỹ thuật sinh học Mekong,hoa cúc; hoa hồng; hồ tiêu; khoai tây,phấn trắng; rỉ sắt; thán thư; đốm vòng,
"Verygold 80WP, 325SC, 760WG","Azoxystrobin 0.2g/kg (100g/l), (10g/kg) + Tricyclazole 79.8g/kg (225g/l), (750g/kg)",Thuốc trừ bệnh,Công ty TNHH Thuốc BVTV Liên doanh Nhật Mỹ,lúa,hạt,
Lagan 50SC,Azoxystrobin 16.7% + Tricyclazole 33.3%,Thuốc trừ bệnh,Công ty CP Bigfive Việt Nam,lạc,đốm nâu,
Staragro 325SC,Azoxystrobin 100g/l + Tricyclazole 225 g/l,Thuốc trừ bệnh,Công ty CP Đồng Xanh,lúa,khô vằn,
"Azobem 400SC, 800WP",Azoxystrobin 30 g/l (50g/kg) + Tricyclazole 370g/l (750g/kg),Thuốc trừ bệnh,Công ty TNHH Hóa Chất và TM Trần Vũ,lúa,đạo ôn,
Top-care 420SC,Azoxystrobin 20g/l + Tricyclazole 400g/l,Thuốc trừ bệnh,Công ty CP Khử trùng Nam Việt,lúa,đạo ôn,
Roshow 460SC,Azoxystrobin 60g/l + Tricyclazole 400g/l,Thuốc trừ bệnh,Công ty CP ĐT TM và PTNN ADI,lúa,đạo ôn,
Bemjapane 760WP,Azoxystrobin 15g/kg + Tricyclazole 745g/kg,Thuốc trừ bệnh,Công ty TNHH TM SX Thôn Trang,lúa,đạo ôn,
Be-amusa 810WP,Azoxystrobin 10g/kg + Tricyclazole 800g/kg,Thuốc trừ bệnh,Công ty TNHH TM DV Nông Trang,lúa,đạo ôn,
Altista top 500SC,Azoxystrobin 200g/l + Tricyclazole 300g/l,Thuốc trừ bệnh,Công ty TNHH Nam Bắc,lúa,đạo ôn,
Tvazomide 25WP,Azoxystrobin 20% + Thifluzamide 5%,Thuốc trừ bệnh,Công ty TNHH Vbook Hoa Kỳ,cà phê,thán thư,
Environ 45SC,Azoxystrobin 25% + Thifluzamide 20%,Thuốc trừ bệnh,Công ty CP Đầu tư phát triển Apollo Việt Nam,ngô,khô vằn,
Azotide 30SC,Azoxystrobin 20% + Thifluzamide 10%,Thuốc trừ bệnh,"Shaanxi Bencai Agricultural Development Co., Ltd",ngô,khô vằn,
Onew 500SC,Azoxystrobin 200g/l + Zinc thiazole (min 95%) 300g/l,Thuốc trừ bệnh,Công ty CP Nông nghiệp HP,cam; lúa,lem lép hạt; loét vi khuẩn,
Nano Kito 2.6SL,Bạc Nano 1g/l + Chitosan 25g/l,Thuốc trừ bệnh,Công ty TNHH Ngân Anh,cao su,nấm hồng,
Bio-VAAS.1,Bacillus siamensis 108 CFU/g + Streptomyces misionensis 108 CFU/g,Thuốc trừ bệnh,Viện Khoa học Nông nghiệp Việt Nam,cam; sầu riêng,xì mủ,
Ace Bacis 111WP,Bacillus subtilis,Thuốc trừ bệnh,Công ty CP ACE Biochem Việt Nam,cà chua; dưa chuột; lúa; mốc; phấn,trắng; xám; đạo ôn,
Balus 111WP,Bacillus subtilis,Thuốc trừ bệnh,Công ty TNHH Á Châu Hóa Sinh,dưa chuột; lúa; phấn,trắng; đạo ôn,
Biobac WP,Bacillus subtilis,Thuốc trừ bệnh,"Bion Tech Inc.,",bắp cải; cam; cà chua; dâu tây; hoa cúc; súp lơ; sưng; ớt,héo xanh; héo xanh vi khuẩn; phấn trắng; rễ; thối rễ; vàng lá thối rễ,
Biocare WP,Bacillus subtilis,Thuốc trừ bệnh,Công ty TNHH TM DV SX XNK Đức Thành,sầu riêng,thán thư,
Bionite WP,Bacillus subtilis,Thuốc trừ bệnh,Công ty TNHH Nông Sinh,bí xanh; cà chua; dưa chuột; hành tây; lúa; lạc; nho; thuốc lá; vải,biến màu quả; bệnh còng; chết cây con; héo vàng; lem lép hạt; mốc sương; phấn trắng; sương mai; đen thân; đạo ôn; đốm phấn vàng,
Mostika 109 cfu/ml SL,Bacillus subtilis,Thuốc trừ bệnh,Công ty CP Tập đoàn Điện Bàn,bắp cải; hồ tiêu,chết nhanh; thối nhũn,
Moti-V 100WP,Bacillus subtilis,Thuốc trừ bệnh,Công ty TNHH TM Hải Thụy,cà chua,mốc xám,
Rebaci 100WP,Bacillus subtilis,Thuốc trừ bệnh,Công ty TNHH TM - DV Thanh Sơn Hóa Nông,cam; quýt,vàng lá thối rễ,
Subtial 100WP,Bacillus subtilis,Thuốc trừ bệnh,Công ty CP Nông dược HAI,lúa,khô vằn,
Serenade SC,Bacillus amyloliquefaciens (Bacillus subtilis) QST 713,Thuốc trừ bệnh,Bayer Vietnam Ltd (BVL),bưởi; bắp cải; cam; chuối; cà chua; dưa chuột; hành; khoai tây; lúa; thanh long; xoài; ớt,chết rạp cây con; héo xanh vi khuẩn; loét; loét vi khuẩn; phấn trắng; sương mai; thán thư; thối đen; đạo ôn; đốm lá; đốm vòng,
Miyabi WG,Bacillus amyloliquefaciens AT-332,Thuốc trừ bệnh,Công ty CP Việt Thắng Group,dưa lưới; ớt chuông,phấn trắng,
Antibac 108 cfu/g WP,Bacillus amyloliquefaciens,Thuốc trừ bệnh,Công ty CP Tập đoàn Lộc Trời,lúa,bạc lá,
Balusar WP,Bacillus amyloliquefaciens,Thuốc trừ bệnh,Công ty CP Nông Nghiệp HP,cà rốt,tuyến trùng,
Sinsmart SC,Bacillus amyloliquefaciens,Thuốc trừ bệnh,Sinon Corporation,cam; cải bắp; dâu tây,loét; mốc xám; đốm lá vi khuẩn,
Bemy 100SC,Bemystrobin (min 98%),Thuốc trừ bệnh,Công ty TNHH Á Châu Hóa Sinh,lúa,đạo ôn,
Dobexyl 50WP,Benalaxyl (min 94%),Thuốc trừ bệnh,Công ty CP Đồng Xanh,dưa hấu; đậu tương; đốm,giả sương mai; lá,
Hida 15WG,Benthiavalicarb-isopropyl (min 91%),Thuốc trừ bệnh,Sumitomo Corporation Vietnam LLC,dưa chuột; dưa hấu; giả sương; khoai tây; sương,mai; mốc sương,
Valbon 71.75WG,Benthiavalicarb-isopropyl 1.75% + Mancozeb 70.0%,Thuốc trừ bệnh,Sumitomo Corporation Vietnam LLC,chết; cà chua; hồ tiêu,nhanh; sương mai,
Antiba 4SL,Berberine,Thuốc trừ bệnh,Công ty CP Thuốc sát trùng Việt Nam,cà chua; dưa chuột,đốm góc cạnh vi khuẩn,
ET-Hebal 5SL,Berberine,Thuốc trừ bệnh,"Shanghai E-Tong Chemical Co., Ltd",cà chua; hồ tiêu,chết nhanh; mốc xám,
Agpicol 200WP,Bismerthiazol (Sai ku zuo) (min 90%),Thuốc trừ bệnh,Công ty CP BVTV An Hưng Phát,lúa,bạc lá,
Anti-xo 200WP,Bismerthiazol (Sai ku zuo) (min 90%),Thuốc trừ bệnh,Công ty TNHH Phú Nông,bắp cải; cam; cà chua; loét vi; lúa; xoài; đậu tương; ớt,bạc lá; héo xanh vi khuẩn; khuẩn; thối gốc vi khuẩn; thối đen vi khuẩn; đốm lá vi khuẩn; đốm đen vi khuẩn,
Asusu 20 WP,Bismerthiazol (Sai ku zuo) (min 90%),Thuốc trừ bệnh,Công ty TNHH - TM Thái Nông,cam; lúa,bạc lá; loét,
Benita 250 WP,Bismerthiazol (Sai ku zuo) (min 90%),Thuốc trừ bệnh,Công ty CP Nông nghiệp HP,lúa,bạc lá,
Diebiala 20SC,Bismerthiazol (Sai ku zuo) (min 90%),Thuốc trừ bệnh,Công ty TNHH Thuốc BVTV Đồng Vàng,lúa; xoài; xì,bạc lá; mủ,
Kadatil 300WP,Bismerthiazol (Sai ku zuo) (min 90%),Thuốc trừ bệnh,Công ty TNHH TM Nông Phát,lúa,bạc lá,
Sasa 25 WP,Bismerthiazol (Sai ku zuo) (min 90%),Thuốc trừ bệnh,"Guizhou CUC INC. (Công ty TNHH TM Hồng Xuân Kiệt, Quý Châu, Trung Quốc)",lúa,bạc lá,
Sansai 200 WP,Bismerthiazol (Sai ku zuo) (min 90%),Thuốc trừ bệnh,Công ty CP Quốc tế Hòa Bình,lúa,bạc lá,
TT-atanil 250WP,Bismerthiazol (Sai ku zuo) (min 90%),Thuốc trừ bệnh,Công ty CP Delta Cropcare,lúa,bạc lá,
TT Basu 250WP,Bismerthiazol (Sai ku zuo) (min 90%),Thuốc trừ bệnh,Công ty TNHH TM Tân Thành,bắp cải; hành; khoai lang; lúa,bạc lá; héo rũ; thối nhũn; đốm lá vi khuẩn,
VK. Sakucin 25WP,Bismerthiazol (Sai ku zuo) (min 90%),Thuốc trừ bệnh,Công ty TNHH Á Châu Hóa sinh,lúa,bạc lá,
Xanthomix 20 WP,Bismerthiazol (Sai ku zuo) (min 90%),Thuốc trừ bệnh,Công ty CP Nicotex,lúa,bạc lá,
Xiexie 200WP,Bismerthiazol (Sai ku zuo) (min 90%),Thuốc trừ bệnh,Công ty TNHH TM Bình Phương,lúa,bạc lá,
Zeppelin 200WP,Bismerthiazol (Sai ku zuo) (min 90%),Thuốc trừ bệnh,Công ty TNHH Đầu tư và Phát triển Ngọc Lâm,hoa hồng; lúa; phấn,bạc lá; trắng,
TT-Tafin 75WP,Bismerthiazol 15% + Copper hydroxide 60%,Thuốc trừ bệnh,Công ty TNHH TM Tân Thành,khoai tây; lúa,bạc lá; sương mai,
Broken 800WP,Bismerthiazol 350 g/kg + Fenoxanil 450 g/kg,Thuốc trừ bệnh,Công ty TNHH TM SX Thôn Trang,cà phê,nấm hồng,
Bikin 750WP,Bismerthiazol 250g/kg + Fenoxanil 400g/kg + Sulfur 100g/kg,Thuốc trừ bệnh,Công ty TNHH An Nông,lúa,đạo ôn,
ARC-clench 215WP,Bismerthiazol 150g/kg + Gentamicin sulfate 15g/kg + Streptomycin sulfate 50g/kg,Thuốc trừ bệnh,Công ty TNHH TM và SX Ngọc Yến,hồ tiêu; lúa; xoài,bạc lá; héo rũ; lép vàng vi khuẩn; đốm đen xì mủ,
Riazor 215WP,Bismerthiazol 150g/kg + Gentamicin sulfate 15g/kg + Streptomycin sulfate 50g/kg,Thuốc trừ bệnh,Công ty CP Nông dược Nhật Việt,lúa,bạc lá,
TT-bemdex 600SC,Bismerthiazol 150g/l + Hexaconazole 450g/l,Thuốc trừ bệnh,Công ty TNHH TM Tân Thành,cà phê; lúa,bạc lá; khô vằn; nấm hồng; thán thư,
Probicol 200WP,Bismerthiazol 190 g/kg + Kasugamycin 10g/kg,Thuốc trừ bệnh,Công ty TNHH TM Nông Phát,lúa,bạc lá,
"Nanowall 300WP, 500SC",Bismerthiazol 290g/kg (475g/l) + Kasugamycin 10g/kg (25g/l),Thuốc trừ bệnh,Công ty TNHH UPL Việt Nam,lúa,bạc lá,
Tokyo-Nhật 220WP,Bismerthiazol 200g/kg + Oxytetracycline hydrochloride 20g/kg,Thuốc trừ bệnh,Công ty TNHH Anh Dẩu Tiền Giang,lúa,bạc lá,
Captivan 400WP,Bismerthiazol 200g/kg + Oxolinic acid 200g/kg,Thuốc trừ bệnh,Công ty TNHH MTV BVTV Thạnh Hưng,lúa,bạc lá,
Longantivo 400WP,Bismerthiazol 200g/kg + Oxolinic acid 200g/kg,Thuốc trừ bệnh,Công ty TNHH MTV BVTV Long An,lúa,bạc lá,
Probencarb 250WP,Bismerthiazol 200 g/kg + Streptomycin sulfate 50g/kg,Thuốc trừ bệnh,Công ty TNHH TM Nông Phát,lúa,bạc lá,
Kasagen 250WP,Bismerthiazol 150g/kg + Tecloftalam (min 96%) 100g/kg,Thuốc trừ bệnh,Công ty TNHH Việt Thắng,lúa,bạc lá,
Sieu sieu 250WP,Bismerthiazol 150g/kg + Tecloftalam (min 96%) 100g/kg,Thuốc trừ bệnh,Công ty TNHH TM và SX Ngọc Yến,lúa; ngô,bạc lá; đốm sọc vi khuẩn,
Bitric 800WP,Bismerthiazol 250g/kg + Tricyclazole 550g/kg,Thuốc trừ bệnh,Công ty TNHH TM DV Việt Nông,lúa,đạo ôn,
Antigold 775WP,Bismerthiazol 400g/kg + Tricyclazole 375g/kg,Thuốc trừ bệnh,Công ty CP SX TM Bio Vina,lúa,bạc lá; đạo ôn,
Bimplus 800WP,Bismerthiazol 300g/kg + Tricyclazole 500g/kg,Thuốc trừ bệnh,Công ty TNHH An Nông,lúa,đạo ôn,
Tigondiamond 800WP,Bismerthiazol 300g/kg + Tricyclazole 500g/kg,Thuốc trừ bệnh,Công ty CP Nông nghiệp HP,lúa,bạc lá; đạo ôn,
Antimer-so 800WP,Bismerthiazol 200g/kg + Tricyclazole 400g/kg + Sulfur 200g/kg,Thuốc trừ bệnh,Công ty TNHH TM DV Nông Trang,lúa,bạc lá; đạo ôn,
"BM Bordeaux M 25WP, 25WG",Bordeaux mixture (min 83.05%),Thuốc trừ bệnh,Công ty TNHH Ngân Anh,cam; cao su; cà chua; cà phê; hồ tiêu; rỉ; thán; tảo; vàng rụng; điều,lá; nấm hồng; sương mai; sắt; sẹo; thư; đỏ,
IC-Top 28.1SC,Bordeaux mixture (min 83.05%),Thuốc trừ bệnh,Công ty TNHH Xây dựng Thành Phát,cam; nho,loét vi khuẩn; sương mai,
Ac-Bosca 300SC,Boscalid (min 96%),Thuốc trừ bệnh,Công ty TNHH Hóa Sinh Á Châu,lúa,đạo ôn,
Bonito 50WG,Boscalid (min 96%),Thuốc trừ bệnh,"Zhejiang Udragon Pesticides and Chemicals Co., Ltd",nho,mốc xám,
Boss cat 50WG,Boscalid (min 96%),Thuốc trừ bệnh,Công ty CP BMC Việt Nam,hoa cúc,lở cổ rễ,
Bosstar 25SC,Boscalid (min 96%),Thuốc trừ bệnh,"Beijing Bioseen Crop Sciences Co., Ltd",nho,phấn trắng,
Entry 500 WG,Boscalid (min 96%),Thuốc trừ bệnh,Công ty TNHH Alfa (Sài Gòn),xoài,thối quả,
Dontrump 500WG,Boscalid (min 96%),Thuốc trừ bệnh,Công ty TNHH US Agro,ớt,mốc xám,
Gap-boss 300SC,Boscalid (min 96%),Thuốc trừ bệnh,Công ty TNHH Gap Agro,dưa chuột,giả sương mai,
Grude 50WG,Boscalid (min 96%),Thuốc trừ bệnh,Công ty CP Nông dược HAI,nho,mốc xám,
Kimono.apc 50WG,Boscalid (min 96%),Thuốc trừ bệnh,Công ty CP Nông dược Việt Nam,lúa; đậu tương,lem lép hạt; sương mai,
MDBosdan 500WG,Boscalid (min 96%),Thuốc trừ bệnh,Công ty CP Mạnh Đan,hồ tiêu; ớt,mốc xám; thán thư,
Noducalid 50WG,Boscalid (min 96%),Thuốc trừ bệnh,Công ty TNHH Nông dược Miền Nam,hoa hồng,đốm đen,
Wasaki 250SC,Boscalid (min 96%),Thuốc trừ bệnh,Công ty TNHH TM và SX ASVN,lúa,đạo ôn,TT28/2026: đổi tổ chức đăng ký
Bolini 300SC,Boscalid 240 g/l + Fludioxonil 60 g/l,Thuốc trừ bệnh,Công ty TNHH MTV BVTV Omega,dưa chuột; xoài,giả sương mai; thán thư,
Boslid 35SC,Boscalid 15% + Iprodione 20%,Thuốc trừ bệnh,Công ty TNHH Thuốc BVTV Bông Sen Vàng,cà chua; dưa chuột,phấn trắng; đốm vòng,
Phonrx 30SC,Boscalid 20% + Kresoxim- methyl 10%,Thuốc trừ bệnh,Công ty TNHH BVTV Thảo Điền,dưa chuột,phấn trắng,
Kelme 300SC,Boscalid 200g/l + Kresoxim-methyl 100g/l,Thuốc trừ bệnh,Công ty TNHH BVTV Akita Việt Nam,ớt,mốc xám,
